0.300004 0.3
0.30008 0.320954
0.30013 0.350611
0.300197 0.380618
0.300262 0.410621
0.300327 0.440622
0.300397 0.47062
0.300476 0.500618
0.300562 0.530617
0.300649 0.560618
0.300732 0.590622
0.300807 0.620627
0.300875 0.65063
0.300939 0.68063
0.301005 0.710629
0.301079 0.740626
0.301162 0.770625
0.301248 0.800625
0.301332 0.830628
0.301409 0.860632
0.301478 0.890637
0.301541 0.920638
0.301605 0.950637
0.301675 0.980635
0.301753 1.01063
0.301837 1.04063
0.301921 1.07063
0.302 1.10064
0.302071 1.13064
0.302134 1.16065
0.302196 1.19065
0.302262 1.22064
0.302336 1.25064
0.302417 1.28064
0.302608 1.30802
0.303414 1.33635
0.30528 1.3654
0.308434 1.39452
0.313132 1.42377
0.319192 1.45249
0.326687 1.48081
0.335645 1.50869
0.346107 1.53608
0.357877 1.56296
0.370947 1.58902
0.385402 1.61431
0.401245 1.63872
0.418374 1.66228
0.43682 1.68501
0.456613 1.70695
0.477313 1.72763
0.499075 1.74722
0.521878 1.76559
0.545748 1.78285
0.57059 1.79896
0.595849 1.81354
0.621884 1.82672
0.648593 1.83848
0.675903 1.84883
0.703729 1.85772
0.732151 1.86521
0.761124 1.87131
0.790379 1.87592
0.819808 1.87899
0.849309 1.88065
0.878829 1.88079
0.908036 1.87948
0.937068 1.87664
0.965901 1.87227
0.99446 1.8664
1.02281 1.85895
1.0509 1.84986
1.07855 1.83933
1.1061 1.82731
1.13315 1.81466
1.16021 1.80179
1.18726 1.78885
1.21431 1.77589
1.24137 1.76293
1.26844 1.74997
1.2955 1.73702
1.32256 1.72406
1.34962 1.7111
1.37667 1.69813
1.40372 1.68516
1.43078 1.67219
1.45784 1.65923
1.4849 1.64627
1.51196 1.63331
1.53902 1.62036
1.56608 1.6074
1.59314 1.59443
1.62019 1.58146
1.64526 1.56865
1.67099 1.55528
1.69637 1.54089
1.721 1.52526
1.74475 1.50831
1.76783 1.48999
1.79003 1.47038
1.81124 1.44968
1.83118 1.42808
1.85018 1.40532
1.86784 1.38181
1.88407 1.35752
1.89897 1.33243
1.9125 1.30658
1.92464 1.28001
1.93543 1.25271
1.94514 1.22407
1.9542 1.19552
1.96307 1.16688
1.97189 1.13823
1.98069 1.10955
1.98949 1.08087
1.99829 1.05219
2.0071 1.02351
2.01592 0.994831
2.02474 0.966156
2.03355 0.93748
2.04236 0.9088
2.05116 0.880119
2.05995 0.851436
2.06876 0.822753
2.07757 0.79407
2.08638 0.765388
2.0952 0.736711
2.10401 0.708034
2.11282 0.679354
2.12162 0.650676
2.13042 0.621995
2.13922 0.593312
2.14803 0.56463
2.15685 0.535948
2.16567 0.507271
2.17448 0.478596
2.1833 0.449919
2.1921 0.421672
2.20088 0.393116
2.20978 0.364349
2.21863 0.335697
2.22766 0.308187
2.23085 0.297528
2.23092 0.297163
2.23102 0.297284
2.23105 0.29709
2.23098 0.297255
2.23101 0.29713
2.23097 0.297225
2.23098 0.297163
2.23097 0.297169
2.23097 0.29717
2.23097 0.29717
2.23096 0.297168
2.23096 0.297167
2.23095 0.297166
2.23095 0.297164
2.23095 0.297162
2.23094 0.297161
2.23094 0.297159
2.23093 0.297157
2.23093 0.297156
2.23093 0.297154
2.23092 0.297153
2.23092 0.297151
2.23092 0.297149
2.23091 0.297148
2.23091 0.297146
2.2309 0.297144
2.2309 0.297143
2.2309 0.297141
2.23089 0.297139
2.23089 0.297138
2.23088 0.297136
2.23088 0.297135
2.23088 0.297133
2.23087 0.297131
2.23087 0.29713
2.23086 0.297128
2.23086 0.297126
2.23086 0.297125
2.23085 0.297123
