0.293744,0.429328,2.21552,3.09152,2.20922,0
0.286162,0.417764,2.19007,3.10968,2.18113,1
0.298213,0.417192,2.20425,3.08051,2.19677,2
0.304255,0.418606,2.14258,3.03208,2.19956,3
0.282261,0.423044,2.10248,2.99378,2.20488,4
0.285713,0.405818,2.11125,2.9537,2.19163,5
0.297137,0.4255,2.06129,2.90107,2.19617,6
0.301855,0.40988,2.02328,2.86123,2.20644,7
0.292865,0.417354,2.00349,2.82464,2.20037,8
0.30114,0.423178,1.9721,2.78862,2.19167,9
0.311522,0.414386,1.9399,2.74088,2.18566,10
0.296302,0.424529,1.90902,2.69381,2.17748,11
0.302852,0.431637,1.87166,2.65673,2.19078,12
0.280083,0.419177,1.86514,2.59308,2.20728,13
0.300599,0.409475,1.83316,2.54827,2.18733,14
0.295256,0.416783,1.77919,2.52678,2.18498,15
0.286025,0.418659,1.76086,2.47464,2.18229,16
0.322307,0.422952,1.72559,2.4522,2.19879,17
0.287819,0.431777,1.70441,2.40156,2.20536,18
0.29658,0.425717,1.67338,0.782646,2.20058,19
0.289826,0.417434,1.6274,0.728779,2.20871,20
0.286061,0.433986,1.60124,0.671185,1.34725,21
0.296568,0.430356,1.57931,0.643837,1.29188,22
0.305075,0.415278,1.55394,0.627559,1.2917,23
0.295044,0.413952,1.50058,0.613815,1.26515,24
0.290953,0.422513,1.47061,0.575333,1.27567,25
0.298124,0.407497,1.44494,0.541514,1.29233,26
0.302219,0.425806,1.42365,0.525974,1.30128,27
0.321702,0.421891,1.3888,0.530971,1.33303,28
0.29931,0.418893,1.36667,0.531102,2.20236,29
0.3083,0.4058,1.3395,0.533856,2.20289,30
0.287408,0.41141,1.30959,1.85118,1.82991,31
0.290415,0.41967,1.26792,1.80348,1.79012,32
0.286194,0.434937,1.25935,1.75552,1.79131,33
0.308549,0.427336,1.21599,1.71969,1.76992,34
0.311635,0.435917,1.20055,1.70997,1.75829,35
0.29569,0.452413,1.15847,1.71658,1.77229,36
0.30183,0.471936,1.12782,1.77661,1.8374,37
0.320688,0.533673,1.1085,1.83353,2.21283,38
0.323094,0.567699,1.09233,1.93654,2.22437,39
0.303514,0.638515,1.0724,2.04956,1.36342,40
0.345939,0.713326,1.03136,2.17043,1.33524,41
0.365002,0.796983,1.04085,2.35621,1.33772,42
0.38462,0.936598,1.05807,2.31832,1.33879,43
0.413104,0.984269,0.719381,2.25654,1.3692,44
0.417419,0.935939,0.644787,2.20054,0.382262,45
0.464345,0.893252,0.602354,2.1628,0.368261,46
0.530421,0.848408,0.58728,2.09584,0.328434,47
0.562167,0.820536,0.551267,2.06098,0.308771,48
0.613696,0.784912,0.587359,2.05539,0.303592,49
0.672215,0.781663,1.10538,2.03422,0.296452,50
0.756192,0.760877,1.14827,2.00732,0.283707,51
0.834774,0.742316,1.17572,1.99484,0.264134,52
0.884875,0.714894,1.24556,1.98022,0.262473,53
0.832785,0.475164,1.33677,1.63955,0.270925,54
0.786422,0.378513,1.41948,1.56898,0.258267,55
0.745362,0.336648,1.54747,1.53667,0.495567,56
0.702245,0.323968,1.69117,1.5406,0.487196,57
0.68678,0.293879,1.9109,2.00411,0.499525,58
0.648827,0.303563,1.85187,2.0536,0.492539,59
0.643743,0.751155,1.80091,2.09392,0.253237,60
0.28108,0.766026,1.73504,2.12492,0.25,61
0.257684,0.791512,1.7084,2.18221,0.266857,62
0.487331,0.818793,1.69189,1.1468,0.281666,63
0.265816,0.872055,1.63061,1.10176,0.273762,64
0.290643,0.890857,1.60933,1.07287,0.282812,65
0.620573,0.959627,1.60516,1.02877,0.298923,66
0.636505,1.03837,1.5526,1.05465,0.311795,67
0.657015,1.14097,1.57302,1.09455,0.327069,68
0.652617,1.2738,1.54817,2.13721,0.34138,69
0.684086,1.42535,1.5417,2.08752,0.367198,70
0.688656,1.56515,1.17137,2.00296,0.41193,71
0.744684,1.4897,1.12926,1.96041,2.00713,72
0.734754,1.4753,1.0705,1.94462,2.00035,73
0.758558,1.43249,1.04377,1.92477,1.99717,74
0.775443,1.40806,1.00048,1.90108,1.9933,75
0.798121,1.38194,0.988288,1.88674,1.9869,76
0.803408,1.34895,0.965175,1.86064,1.96489,77
0.805488,1.30737,0.932795,1.86183,1.93092,78
0.841094,1.29028,0.888103,1.84942,1.92546,79
0.83548,1.27098,0.854426,0.776881,1.92495,80
0.847603,1.24344,0.839303,0.697816,1.89567,81
0.89744,1.19807,0.805896,0.669866,1.89846,82
0.895976,1.17407,0.765367,0.641733,1.87144,83
0.893934,1.14862,0.738287,0.616957,1.85013,84
0.910775,1.11895,0.706071,0.59471,1.82645,85
0.908876,1.0892,0.661603,0.580325,1.83746,86
0.951214,1.05838,0.673448,0.52668,1.80904,87
0.95306,1.04008,0.598834,0.52209,1.81766,88
0.965267,1.00538,0.592968,0.531012,1.78592,89
0.986516,0.973827,0.560849,0.522572,1.77825,90
1.01505,0.948994,0.518537,0.515005,1.75977,91
1.02176,0.939293,0.504964,1.67613,1.75548,92
1.0733,0.872781,0.463953,1.63928,1.76491,93
1.08544,0.849935,0.435123,1.58628,1.80614,94
1.14899,0.804083,0.442851,0.48277,1.81832,95
1.2097,0.757459,0.401627,0.45964,1.87319,96
1.17421,0.743771,0.432388,0.419203,1.94734,97
1.06674,0.699145,0.975552,0.3948,2.00966,98
0.988645,0.673331,0.983929,0.377614,2.08082,99
0.914352,0.334751,1.00231,0.374632,2.16374,100
0.824543,0.456423,1.0504,0.346985,2.2742,101
0.774336,0.456571,1.08409,0.335396,2.26062,102
0.730985,0.433378,1.15303,0.332734,2.22511,103
0.686654,0.401818,1.23274,0.3037,2.15704,104
0.667227,0.365118,1.34067,0.279573,2.11026,105
0.356937,0.274428,1.39844,0.275579,2.09457,106
0.378371,0.608647,1.30994,0.262584,2.05236,107
0.375715,0.603231,1.28136,0.260372,2.02787,108
0.389548,0.621894,1.26641,1.32992,0.374479,109
0.383925,0.602905,1.21037,1.30879,0.400367,110
0.360426,0.602666,1.19656,1.28576,0.401722,111
0.305054,0.594684,1.15355,1.24396,0.430837,112
0.540768,0.583593,1.12823,1.2078,0.428362,113
0.513622,0.566226,1.08688,1.20536,0.413392,114
0.50959,0.560227,1.07125,1.14191,0.393212,115
0.499849,0.54389,1.03236,1.11973,0.369308,116
0.527324,0.53982,1.01685,1.0861,2.12766,117
