2.48319, 0.3
0.594031, 0.594031
0.3, 0.608553
0.3, 0
2.49473, 0
0.301749, 2.49077
0.00606089, 0.594411
0.00513764, 0.300235
2.50008, 0.298247
2.49564, 2.49214
0.301753, 2.48411
0.00514999, 0.59533
0, 0.300242
2.48009, 0.29826
2.51076, 2.50723
0.3033, 2.51494
0, 0.622354
0, 0.321409
2.5041, 0.317721
2.47242, 2.48692
0.304042, 2.48159
0.00454995, 0.647268
0, 0.351205
2.49433, 0.346569
2.44542, 2.48803
0.303996, 2.50289
0.00903804, 0.672803
0, 0.381163
2.50018, 0.376657
2.4246, 2.49741
0.303895, 2.5048
0, 0.71474
0.00784258, 0.411128
2.49267, 0.406785
2.39203, 2.49511
0.304086, 2.50302
0.00600791, 0.735986
0.0302981, 0.441114
2.48257, 0.436602
2.35746, 2.49023
0.304535, 2.51081
6.76195e-05, 0.772135
0.00688376, 0.471217
2.50175, 0.466103
2.33635, 2.49828
0.305019, 2.49652
0.00720092, 0.795189
0, 0.501348
2.5007, 0.495548
2.30249, 2.49349
0.305322, 2.49385
0, 0.833978
0, 0.531368
2.48771, 0.52524
2.26869, 2.48916
0.30526, 2.49979
0.00562403, 0.856996
0.00546962, 0.561326
2.50244, 0.555298
2.26065, 2.51124
0.304825, 2.49117
0.00145187, 0.891135
0, 0.591279
2.50571, 0.585777
2.20478, 2.4864
0.30429, 2.48533
0, 0.922742
0.00533064, 0.621188
2.49254, 0.616425
2.1708, 2.48356
0.303973, 2.49027
0, 0.958236
0.00860001, 0.651133
2.50744, 0.646794
2.15788, 2.50128
0.30405, 2.51557
0.00179653, 0.980713
0.0126983, 0.681131
2.50834, 0.676757
2.12297, 2.49639
0.304312, 2.49065
0, 1.01793
0.0138273, 0.711176
2.47616, 0.706445
2.08434, 2.48723
0.304772, 2.49835
0, 1.04325
0.00898469, 0.741255
2.50542, 0.735838
2.0676, 2.49962
0.305185, 2.51774
0, 1.07351
0.00111192, 0.771333
2.50011, 0.765391
