0.299316,0.42539,2.1974,3.10533,2.20056,0
0.308719,0.431725,2.20041,3.08519,2.20814,1
0.31197,0.422368,2.15966,3.05966,2.19671,2
0.293206,0.425402,2.14506,3.01495,2.20128,3
0.3008,0.419223,2.12056,2.99005,2.21443,4
0.306511,0.411328,2.0801,2.95386,2.21576,5
0.29097,0.429733,2.04207,2.90149,2.1986,6
0.318402,0.428015,2.02146,2.84437,2.2055,7
0.295262,0.425367,1.9944,2.82389,2.19629,8
0.294297,0.421288,1.97176,2.75994,2.18686,9
0.297518,0.417096,1.94074,2.73256,2.20273,10
0.310558,0.427644,1.88231,2.67683,2.18355,11
0.290893,0.415556,1.87256,2.63886,2.19073,12
0.318806,0.417655,1.84722,2.5897,2.20677,13
0.302374,0.412868,1.83732,2.55231,2.19459,14
0.287396,0.405011,1.79788,2.52131,2.20848,15
0.30675,0.438217,1.75453,2.47302,2.20406,16
0.307029,0.404213,1.70884,2.43928,2.20977,17
0.30375,0.408481,1.7175,2.36466,2.21297,18
0.302489,0.427389,1.67092,0.759867,2.20248,19
0.300106,0.430411,1.62589,0.722133,2.20687,20
0.307065,0.411875,1.61208,0.69315,1.32765,21
0.306669,0.414849,1.57647,0.649951,1.30034,22
0.297656,0.423986,1.5401,0.591663,1.26309,23
0.312912,0.424047,1.51339,0.585445,1.27847,24
0.30048,0.415251,1.48285,0.559482,1.27549,25
0.306594,0.404587,1.44273,0.537154,1.29477,26
0.29177,0.416845,1.42146,0.530107,1.28817,27
0.287103,0.409103,1.36831,0.523746,1.34611,28
0.298906,0.428353,1.36169,0.530666,2.18023,29
0.287971,0.448398,1.33692,0.566251,2.18813,30
0.298417,0.421872,1.29926,1.82573,1.83528,31
0.301773,0.431033,1.26329,1.79501,1.79068,32
0.311406,0.421497,1.23859,1.74765,1.7936,33
0.312575,0.433315,1.22995,1.76267,1.75793,34
0.298634,0.440426,1.16971,1.77949,1.79962,35
0.291669,0.478991,1.16134,1.8315,2.20335,36
0.305452,0.505107,1.14131,1.90234,2.21465,37
0.315954,0.560427,1.11648,2.01275,1.33905,38
0.340856,0.636119,1.10297,2.13115,1.34222,39
0.334732,0.727514,1.08116,2.27246,1.33275,40
0.365579,0.828745,1.07494,2.37417,1.32071,41
0.386598,0.968013,0.787486,2.29798,1.33659,42
0.414996,1.00741,0.714046,2.25829,2.40767,43
0.437173,0.979844,0.668971,2.2094,2.44377,44
0.466554,0.923894,0.633529,2.17173,2.52331,45
0.49885,0.880903,0.639407,2.12843,2.59967,46
0.549734,0.857482,0.603059,2.07308,2.60821,47
0.596703,0.853278,1.12944,2.06228,0.335189,48
0.638714,0.807617,1.15644,2.03797,0.284521,49
0.732183,0.792386,1.18108,2.0118,0.284139,50
0.806212,0.778246,1.24129,1.99343,0.274155,51
0.878011,0.766128,1.30358,1.99336,0.25,52
0.8951,0.762276,1.36264,1.61978,0.447094,53
0.849278,0.423188,1.44702,1.55461,0.440303,54
0.794204,0.403062,1.57672,1.52589,0.460941,55
0.765442,0.332741,1.71709,1.54578,0.473286,56
0.724694,0.363966,1.91489,2.01121,0.466016,57
0.718694,0.358368,1.90805,2.01916,0.478872,58
0.714051,0.783574,1.82388,2.05338,0.454454,59
0.67362,0.807099,1.78983,2.10072,0.474872,60
